t,y1,y2,y3
0.0,1.0,0.0,0.0
8.970828488338847e-05,0.9999964116750502,3.5768184870853683e-06,1.1506462796496496e-08
0.00021022511600604627,0.9999915910312267,8.26340394966293e-06,1.4556482367185935e-07
0.0002880894295776912,0.9999884764916264,1.1155599444849999e-05,3.679089288112091e-07
0.0003659537431493361,0.9999853619651534,1.3901222871259365e-05,7.368119753927461e-07
0.000443818056720981,0.9999822474548875,1.647452991492712e-05,1.2780151976127126e-06
0.0005216823702926259,0.9999791329650054,1.885754228380635e-05,2.0094927108930633e-06
0.0006075201408145945,0.9999756995751292,2.125187409839994e-05,3.0485507725115262e-06
0.0006933579113365632,0.9999722662242571,2.339839235232722e-05,4.335383390790562e-06
0.0007791956818585319,0.9999688329210406,2.5301569365228332e-05,5.865509594359717e-06
0.0008895841604602786,0.9999644177332627,2.740981988923255e-05,8.172446848219748e-06
0.0009999726390620255,0.9999600026575246,2.91686385525522e-05,1.0828703923003927e-05
0.0011572367325528182,0.9999537129807686,3.1151768416070886e-05,1.5135250815437386e-05
0.0012652658359103097,0.9999493925997825,3.221481654508538e-05,1.8392583672507925e-05
0.0013732949392678013,0.9999450723733544,3.307758111103717e-05,2.1850045534720562e-05
0.0014813240426252928,0.999940752310421,3.377383171000084e-05,2.547385786919449e-05
0.0016342179391265086,0.9999346384059591,3.4531269422540456e-05,3.083032461859077e-05
0.0017871118356277244,0.9999285248576161,3.5082925424018037e-05,3.6392216960129366e-05
0.0019400057321289402,0.9999224116752244,3.5482554068767e-05,4.210577070700741e-05
0.0020928996286301562,0.9999162988650758,3.577088242281645e-05,4.793025250160931e-05
0.002280544079505786,0.9999087972165408,3.6016547213594365e-05,5.518623624584019e-05
0.0024681885303814155,0.999901296138259,3.617987474296477e-05,6.252398699835168e-05
0.002693815458199147,0.999892277469608,3.6305058689135155e-05,7.141747170312732e-05
0.002930250726400132,0.9998828276624259,3.638375415280043e-05,8.078858342156806e-05
0.003219292963676035,0.9998712765023566,3.6437332934900525e-05,9.228616470868626e-05
0.0035083352009519383,0.9998597266984272,3.64648111076291e-05,0.00010380849046541621
0.0039043529455787536,0.99984390447209,3.6481337431357146e-05,0.00011961419047876423
0.00439201765007572,0.9998244241335459,3.64869849436618e-05,0.00013908888151058015
0.005024239361803653,0.9997991750215431,3.648594708328299e-05,0.00016433903137374627
0.005903703621983172,0.9997640624971367,3.648049196827676e-05,0.00019945701089523138
0.007275724649525797,0.9997093096294861,3.647054021430973e-05,0.0002542198302997206
0.00991026125369614,0.9996042590001288,3.645113929720584e-05,0.000359289860574066
0.017633921010016835,0.9992969255977086,3.6394401062542414e-05,0.000666680001229031
0.0600177311032961,0.997627268142016,3.608740048545757e-05,0.00233664445749866
0.13677864588448815,0.9946736270871042,3.554947097204249e-05,0.0052908234419238595
0.23240866581066283,0.9911140342230161,3.490996914055139e-05,0.008851055807843426
0.3280386857368375,0.9876793306551841,3.430204029364995e-05,0.012286367304522318
0.45316666675072714,0.9833602939580999,3.355036340857028e-05,0.016606155678491566
0.5782946477646168,0.9792248107661885,3.2844000899226615e-05,0.020742345232912282
0.7318280988288348,0.974380106323423,3.2033159124810594e-05,0.02558786051745224
0.8853615498930528,0.9697663958312573,3.1277691054766334e-05,0.030202326477687877
1.0388950009572708,0.9653631125443465,3.057186837266204e-05,0.034606315587280806
1.2372317448653332,0.959957369204652,2.972558852041764e-05,0.04001290520682747
1.4355684887733955,0.9548392519020185,2.8944800687451402e-05,0.045131803297294056
1.6538505072218843,0.9495046638237642,2.8152044176860552e-05,0.050467184132058904
1.8721325256703731,0.9444508985567757,2.742069097708303e-05,0.05552168075224725
2.1443231607591464,0.938500314929093,2.6583848958617316e-05,0.061473101221948385
2.4165137958479197,0.9328970749646697,2.5819589552766792e-05,0.06707710544577761
2.688704430936693,0.9276026412768038,2.511831333062781e-05,0.07237224040986556
3.0322767435049185,0.9213105889160499,2.4310842030909644e-05,0.07866510024191922
3.3799130613316226,0.9153364758006378,2.3569782133722477e-05,0.0846399544172285
3.7275493791583267,0.9097103531213965,2.289423916290481e-05,0.09026675263944063
4.162084146548092,0.903108260303926,2.2128540771459674e-05,0.09686961115530256
4.596618913937857,0.8969261089012966,2.143736892927399e-05,0.10305245372977415
5.073843229755423,0.8905593360775615,2.075095470450163e-05,0.109419912967734
5.551067545572988,0.8845809134262913,2.0129221267062944e-05,0.11539895735244168
6.148684609809306,0.8775721544413178,1.942761226713208e-05,0.12240841794641515
6.754876958108855,0.8709357879060057,1.8789533343038193e-05,0.12904542256065127
7.361069306408403,0.864713896530181,1.8213702188162725e-05,0.13526788976763077
8.124358592359016,0.8573915794494462,1.7562784890748914e-05,0.142590857765663
8.899730785230675,0.8504601155389333,1.6972251871719204e-05,0.14952291220919492
9.675102978102334,0.8439711182027453,1.6441115695389427e-05,0.15601244068155923
10.654425239528672,0.8363221943027894,1.584086666075294e-05,0.1636619648305497
11.650741593119422,0.8290816549078932,1.5297302980764832e-05,0.17090304778912596
12.647057946710172,0.8223121412965795,1.4809807480029774e-05,0.1776730488959405
13.909041212371832,0.8143202499047382,1.4258854753325439e-05,0.18566549124050855
15.194693030959222,0.806754960658836,1.3760656879319426e-05,0.19323127868428475
16.48034484954661,0.7996902106217126,1.3314922487080245e-05,0.20029647445580037
18.112917851948513,0.7913388484246446,1.281108884142491e-05,0.20864834048651404
19.778101085883883,0.7834338007332537,1.2356032332556744e-05,0.21655384323441376
21.443284319819252,0.7760599528311152,1.194971135042861e-05,0.22392809745753442
23.42187443587209,0.7678921526239201,1.1519031056119555e-05,0.23209632834502386
25.40046455192493,0.7602808220073032,1.1135091124320137e-05,0.23970804290157258
27.744121589631607,0.751883136626014,1.0729907944524352e-05,0.24810613346604155
30.087778627338285,0.744062826985835,1.0369038889375475e-05,0.25592680397527573
32.86669748760687,0.7354315465172194,9.988149832432204e-06,0.2645584653329483
35.64561634787546,0.7273990973924566,9.649197674163566e-06,0.2725912534098694
38.942865640883795,0.7185335925063466,9.291469691799927e-06,0.2814571160239617
42.24011493389213,0.7102886566104553,8.973349901714313e-06,0.28970237003964316
46.15424245643295,0.7011903155200617,8.637659653031189e-06,0.2988010468202854
50.06836997897376,0.6927344444273138,8.33930872249918e-06,0.30725721626396385
54.71603524611507,0.6834069900397552,8.024555443319766e-06,0.31658498540480157
59.363700513256376,0.6747439152667684,7.744940521823416e-06,0.32524833979270995
64.88269184137845,0.665193651349374,7.45005334484516e-06,0.33479889859728124
70.40168316950052,0.6563295027202338,7.188176603562133e-06,0.34366330910316273
77.41836734625248,0.6459022025114751,6.893818929777343e-06,0.35409090366959517
84.59201399399599,0.6360704558272168,6.629022957187079e-06,0.3639229151498261
91.7656606417395,0.6269513538935577,6.393821035798178e-06,0.37304225228540655
100.9188713155137,0.6161953319463586,6.128498113774791e-06,0.3837985395555277
110.27080787233258,0.6060712509188624,5.890012505640672e-06,0.393922859068632
