mu,solver,nfev,time,error
1,BDF,1701.3333333333333,0.02464016278584798,0.0024708091169465137
1,Rosenbrock,69310.33333333333,0.4452067216237386,0.001172923470368752
100,BDF,5341.0,0.07131346066792806,0.004670615469269888
100,Rosenbrock,157884.66666666666,1.0100330511728923,0.00013639366033873007
10000,BDF,8491.333333333334,0.11372017860412598,0.014309765009479234
10000,Rosenbrock,231707.0,1.498122215270996,0.0005471333830396298
