t,dt
758443.0569628441,38834.37857964926
797277.4355424934,38834.37857964926
836111.8141221426,38834.37857964926
874946.1927017919,47233.25809544255
922179.4507972344,46405.20939771435
968584.6601949488,46405.20939771435
1014989.8695926631,46405.20939771435
1061395.0789903775,57057.708025564905
1118452.7870159424,57057.708025564905
1175510.4950415073,57057.708025564905
1232568.2030670722,57057.708025564905
1289625.911092637,69420.72280992591
1359046.633902563,69420.72280992591
1428467.356712489,69420.72280992591
1497888.0795224148,69420.72280992591
1567308.8023323407,84604.35185789806
1651913.1541902388,83169.83481428144
1735082.9890045202,83169.83481428144
1818252.8238188017,83169.83481428144
1901422.658633083,102458.89260791196
2003881.551240995,102458.89260791196
2106340.443848907,102458.89260791196
2208799.336456819,102458.89260791196
2311258.229064731,125050.17622199794
2436308.405286729,125050.17622199794
2561358.581508727,125050.17622199794
2686408.7577307248,125050.17622199794
2811458.9339527227,152990.82041682582
2964449.7543695485,150565.0053452123
3115014.759714761,150565.0053452123
3265579.765059973,150565.0053452123
3416144.7704051854,186140.59946503723
3602285.3698702226,186140.59946503723
3788425.96933526,186140.59946503723
3974566.568800297,186140.59946503723
4160707.1682653343,228455.45315297972
4389162.621418314,228455.45315297972
4617618.074571294,228455.45315297972
4846073.5277242735,228455.45315297972
5074528.980877253,281385.07955433894
5355914.060431592,277459.8394813454
5633373.899912938,277459.8394813454
5910833.739394283,277459.8394813454
6188293.578875628,345085.3206384778
6533378.899514106,345085.3206384778
6878464.220152584,345085.3206384778
7223549.540791062,345085.3206384778
7568634.8614295395,427516.89453765005
7996151.75596719,427516.8945376491
8423668.650504839,446930.87872270495
8870599.529227544,446930.87872270495
9317530.407950249,446930.87872270495
9764461.286672954,560195.6671687886
10324656.953841742,560195.6671687886
10884852.62101053,560195.6671687886
11445048.28817932,560195.6671687886
12005243.955348108,701392.890358869
12706636.845706977,694926.1991014853
13401563.044808462,694926.1991014853
14096489.243909948,694926.1991014853
14791415.443011433,879395.3930125386
15670810.836023971,879395.3930125386
16550206.22903651,879395.3930125386
17429601.62204905,879395.3930125386
18308997.015061587,1115145.2106900774
19424142.225751664,1108881.5432436392
20533023.768995304,1108881.5432436392
21641905.312238943,1339692.4234404303
22981597.735679373,1339692.4234404303
24321290.159119803,1339692.4234404303
25660982.582560234,1625493.2218172103
27286475.804377444,1625493.2218172103
28911969.026194654,1625493.2218172103
30537462.248011865,1985152.5172996782
32522614.765311543,1986988.4672445394
34509603.23255608,1986988.4672445431
36496591.699800625,2426705.792527005
38923297.49232763,2426705.792527005
41350003.284854636,2426705.792527005
43776709.07738164,3001128.091465205
46777837.168846846,3001128.091465205
49778965.26031205,3253015.8744159564
53031981.13472801,3253015.8744159564
56284997.00914396,4018377.9135547653
60303374.92269873,4018377.9135547653
64321752.836253494,4018377.913554758
68340130.74980825,5064569.4139612615
73404700.16376951,5128589.761332527
78533289.92510204,5128589.761332527
83661879.68643457,6426463.162389442
90088342.84882401,6426463.162389442
96514806.01121345,6426463.162389442
102941269.1736029,8260599.1805398315
111201868.35414273,8426105.09000738
119627973.4441501,8426105.09000738
128054078.53415748,10713676.005485207
138767754.5396427,10713676.005485207
149481430.5451279,12921005.637970865
162402436.18309876,13305266.407049358
175707702.59014812,13305266.407049358
189012968.99719748,17181242.516211867
206194211.51340935,17181242.516211867
223375454.0296212,21070289.488620043
244445743.51824126,21894452.098758012
266340195.61699927,21894452.098757982
288234647.71575725,28771165.94475937
317005813.6605166,28771165.94475937
345776979.605276,33573086.935056746
379350066.54033273,33573086.935056746
412923153.4753895,44732914.83754015
457656068.31292963,47099308.64659929
504755376.9595289,56946923.51605821
561702300.4755871,56946923.51605821
618649223.9916453,73598057.58234036
692247281.5739857,78548104.25574505
770795385.8297307,95885653.25519407
866681039.0849248,95885653.25519407
962566692.3401189,118523086.45183182
1081089778.7919507,145469258.68788815
1226559037.4798388,158464346.77647305
1385023384.256312,197559697.52790546
1582583081.7842174,217020076.15131545
1799603157.9355328,272925883.7886052
2072529041.724138,302758204.9101894
2375287246.6343274,384442152.7392483
2759729399.3735757,431162173.7062893
3190891573.079865,553436833.1076646
3744328406.1875296,628399959.8546629
4372728366.042192,816488877.776514
5189217243.8187065,940138154.457675
6129355398.2763815,1238519028.5306644
7367874426.807046,1449030682.5269327
8816905109.333979,1939290573.236683
10756195682.570662,2310988829.73254
13067184512.303202,2936871098.347109
16004055610.65031,3769693089.7997055
19773748700.450016,4890693085.552418
24664441786.002434,6418842761.644966
31083284547.6474,8530730351.362961
39614014899.01036,11492959327.988235
51106974226.9986,15715446625.831406
66822420852.83,21841070522.573242
88663491375.40324,11336508624.596756
